country	continent	year	lifeExp	pop	gdpPercap	sex	BMI	pred
Comoros	Africa	2007	65.152	710960	986.1478792	female	22.38153	23.079881491612703
Congo, Dem. Rep.	Africa	2007	46.462	64606759	277.5518587	female	21.51727	21.04359148504072
Congo, Rep.	Africa	2007	55.322	3800610	3632.557798	female	22.97	25.17413380412443
Cote d'Ivoire	Africa	2007	48.328	18013409	1544.750112	female	23.71021	23.80074491448538
Djibouti	Africa	2007	54.791	496374	2082.481567	female	24.28393	24.28050247396257
Egypt	Africa	2007	71.338	80264543	5581.180998	female	29.95573	25.863921620195192
Equatorial Guinea	Africa	2007	51.579	551201	12154.08975	female	24.34837	27.113941910801813
Eritrea	Africa	2007	58.04	4906585	641.3695236	female	20.9984	22.38890964995431
Ethiopia	Africa	2007	52.947	76511887	690.8055759	female	20.61484	22.50817144122248
Gabon	Africa	2007	56.735	1454867	13206.48452	female	25.76457	27.24732121716363
Gambia	Africa	2007	59.448	1688359	752.7497265	female	24.61564	22.64609962964623
Ghana	Africa	2007	60.022	22873338	1327.60891	female	24.19248	23.55743922369708
Guinea	Africa	2007	56.007	9947814	942.6542111	female	22.36866	23.007432661495265
Guinea-Bissau	Africa	2007	46.388	1472041	579.231743	female	22.83426	22.225236705928452
Kenya	Africa	2007	54.11	35610177	1463.249282	female	22.98678	23.71368665537943
Lesotho	Africa	2007	42.592	2012649	1569.331442	female	26.69811	23.8261022605543
Liberia	Africa	2007	45.678	3193942	414.5073415	female	23.10815	21.687795644398538
Libya	Africa	2007	73.952	6036914	12057.49928	female	29.08073	27.10112649587282
Madagascar	Africa	2007	59.443	19167654	1044.770126	female	20.72133	23.172630678511496
Malawi	Africa	2007	48.303	13327079	759.3499101	female	22.79075	22.66012123527636
Mali	Africa	2007	54.467	12031795	1042.581557	female	22.8879	23.169262584863233
Mauritania	Africa	2007	64.164	3270065	1803.151496	female	26.13082	24.049176129478028
Mauritius	Africa	2007	72.801	1250882	10956.99112	female	26.0189	26.947402158666076
Morocco	Africa	2007	71.164	33757175	3820.17523	female	26.13153	25.255018950299416
Mozambique	Africa	2007	42.082	19951656	823.6856205	female	23.18072	22.790744368047385
Namibia	Africa	2007	52.906	2055080	4811.060429	female	25.02518	25.625434040175996
Niger	Africa	2007	56.867	12894865	619.6768924	female	21.89981	22.33364551378197
Nigeria	Africa	2007	46.859	135031164	2013.977305	female	23.60291	24.22677840919481
Rwanda	Africa	2007	46.242	8860588	863.0884639	female	21.99589	22.865797537945802
Sao Tome and Principe	Africa	2007	65.528	199579	1598.435089	female	24.72319	23.855616109510642
Senegal	Africa	2007	63.062	12267493	1712.472136	female	24.18556	23.966301463306827
Sierra Leone	Africa	2007	42.568	6144562	862.5407561	female	23.76172	22.864777959051953
Somalia	Africa	2007	48.159	9118773	926.1410683	female	22.58255	22.979047021274415
South Africa	Africa	2007	49.339	43997828	9269.657808	female	29.31084	26.67880166149848
Sudan	Africa	2007	58.556	42292929	2602.394995	female	23.04149	24.638470930510255
Swaziland	Africa	2007	39.613	1133066	4513.480643	female	28.34144	25.5228823439393
Tanzania	Africa	2007	52.517	38139640	1107.482182	female	22.98873	23.26625748108313
Togo	Africa	2007	58.42	5701579	882.9699438	female	22.62821	22.902376223366137
Tunisia	Africa	2007	73.923	10276158	7092.923025	female	27.82789	26.248914073236207
Uganda	Africa	2007	51.542	29170398	1056.380121	female	22.39087	23.19038069358904
Zambia	Africa	2007	42.384	11746035	1271.211593	female	22.94991	23.487717240664782
Zimbabwe	Africa	2007	43.487	12311143	469.7092981	female	24.63906	21.888603340472017
Albania	Europe	2007	76.423	3600523	5937.029526	male	26.32753	26.294944254325035
Austria	Europe	2007	79.829	8199783	36126.4927	male	26.38136	26.6838485544388
Belgium	Europe	2007	79.441	10392226	33692.60508	male	26.67529	26.66882747383794
Bosnia and Herzegovina	Europe	2007	74.852	4552198	7446.298803	male	26.49206	26.343725485887166
Bulgaria	Europe	2007	73.005	7322858	10680.79282	male	26.42397	26.42141297648571
Croatia	Europe	2007	75.748	4493312	14619.22272	male	26.49896	26.48901297192693
Denmark	Europe	2007	78.332	5468120	35278.41874	male	26.03329	26.678732620355646
Finland	Europe	2007	79.313	5238460	33207.0844	male	26.64191	26.665701465513585
France	Europe	2007	80.657	61083916	30470.0167	male	25.79057	26.647176013651844
Germany	Europe	2007	79.406	82400996	32170.37442	male	27.0905	26.658870776338485
Greece	Europe	2007	79.483	10706290	27538.41188	male	26.25289	26.625389720330638
Hungary	Europe	2007	73.338	9956108	18008.94444	male	27.00873	26.533922660865183
Iceland	Europe	2007	81.757	301931	36180.78919	male	27.09734	26.684171990675587
Ireland	Europe	2007	78.885	4109086	40675.99635	male	27.57676	26.70939299195471
Italy	Europe	2007	80.546	58147733	28569.7197	male	26.40849	26.633307625472995
Montenegro	Europe	2007	74.543	684736	9253.896111	male	26.44582	26.390529562646947
Netherlands	Europe	2007	79.762	16570613	36797.93332	male	25.9188	26.68781449078034
Norway	Europe	2007	80.196	4627926	49357.19017	male	26.83126	26.751053740734438
Poland	Europe	2007	75.563	38518241	15389.92468	male	26.57013	26.500077354705407
Portugal	Europe	2007	78.098	10642836	20509.64777	male	26.6081	26.56192549075282
Romania	Europe	2007	72.476	22276056	10808.47561	male	25.28747	26.423972238308764
Serbia	Europe	2007	74.002	10150265	9786.534714	male	26.42002	26.40258181083361
Slovak Republic	Europe	2007	74.663	5447502	18678.31435	male	26.82124	26.54178221654087
Slovenia	Europe	2007	77.926	2009245	25768.25759	male	27.35064	26.611081416413107
Spain	Europe	2007	80.941	40448191	28821.0637	male	27.39562	26.635194000421972
Sweden	Europe	2007	80.884	9031088	33859.74835	male	26.29358	26.669893206242993
Switzerland	Europe	2007	81.701	7554661	37506.41907	male	26.13979	26.691921530493953
Turkey	Europe	2007	71.777	71158647	8458.276384	male	26.56181	26.37116868951872
United Kingdom	Europe	2007	79.425	60776238	33203.26128	male	27.29918	26.665676669545775
Albania	Europe	2007	76.423	3600523	5937.029526	female	25.59394	26.16347739296772
Austria	Europe	2007	79.829	8199783	36126.4927	female	25.05064	25.49440120888869
Belgium	Europe	2007	79.441	10392226	33692.60508	female	25.14489	25.520243677810292
Bosnia and Herzegovina	Europe	2007	74.852	4552198	7446.298803	female	26.30453	26.07955350665759
Bulgaria	Europe	2007	73.005	7322858	10680.79282	female	25.46587	25.945898903853916
Croatia	Europe	2007	75.748	4493312	14619.22272	female	25.12974	25.829598963276396
Denmark	Europe	2007	78.332	5468120	35278.41874	female	25.0482	25.503202730634154
Finland	Europe	2007	79.313	5238460	33207.0844	female	25.55775	25.525621704539354
France	Europe	2007	80.657	61083916	30470.0167	female	24.82031	25.55749314087052
Germany	Europe	2007	79.406	82400996	32170.37442	female	25.70588	25.53737331398818
Greece	Europe	2007	79.483	10706290	27538.41188	female	24.89717	25.594974572668306
Hungary	Europe	2007	73.338	9956108	18008.94444	female	25.9238	25.75233573092285
Iceland	Europe	2007	81.757	301931	36180.78919	female	25.95056	25.493844764840528
Ireland	Europe	2007	78.885	4109086	40675.99635	female	26.55051	25.450454215315744
Italy	Europe	2007	80.546	58147733	28569.7197	female	24.78988	25.58135250225921
Montenegro	Europe	2007	74.543	684736	9253.896111	female	25.6336	25.99903114403878
Netherlands	Europe	2007	79.762	16570613	36797.93332	female	25.41349	25.487578158711766
Norway	Europe	2007	80.196	4627926	49357.19017	female	25.67953	25.37878050327075
Poland	Europe	2007	75.563	38518241	15389.92468	female	25.89025	25.810563650459212
Portugal	Europe	2007	78.098	10642836	20509.64777	female	26.14834	25.704159286077285
Romania	Europe	2007	72.476	22276056	10808.47561	female	25.18177	25.941495915421722
Serbia	Europe	2007	74.002	10150265	9786.534714	female	25.60437	25.97829629429825
Slovak Republic	Europe	2007	74.663	5447502	18678.31435	female	26.27675	25.73881404572033
Slovenia	Europe	2007	77.926	2009245	25768.25759	female	26.55853	25.619590771005488
Spain	Europe	2007	80.941	40448191	28821.0637	female	26.27577	25.57810715744756
Sweden	Europe	2007	80.884	9031088	33859.74835	female	25.12062	25.518410177459142
Switzerland	Europe	2007	81.701	7554661	37506.41907	female	24.06285	25.480512352397355
Turkey	Europe	2007	71.777	71158647	8458.276384	female	28.18455	26.03233985034335
United Kingdom	Europe	2007	79.425	60776238	33203.26128	female	26.85908	25.525664363855586
Argentina	Americas	2007	75.32	40301927	12779.37964	male	27.38889	26.50969884645457
Bolivia	Americas	2007	65.554	9119152	3822.137084	male	24.37227	24.929429203367665
Brazil	Americas	2007	72.39	190010647	9065.800825	male	25.63555	26.06020950720345
Canada	Americas	2007	80.653	33390141	36319.23501	male	27.40416	27.877207522452554
Chile	Americas	2007	78.553	16284741	13171.63885	male	26.90237	26.549280815796813
Colombia	Americas	2007	72.889	44227550	7006.580419	male	24.82307	25.72287435525464
Costa Rica	Americas	2007	78.782	4133884	9645.06142	male	26.3565	26.141298996789615
Cuba	Americas	2007	78.273	11416987	8948.102923	male	24.93192	26.04310097934968
Ecuador	Americas	2007	74.994	13755680	6873.262326	male	25.49568	25.69772287898858
El Salvador	Americas	2007	71.878	6939688	5728.353514	male	26.24783	25.459167346587524
Guatemala	Americas	2007	70.259	12572928	5186.050003	male	25.20987	25.328956918994976
Haiti	Americas	2007	60.916	8502814	1201.637154	male	23.58323	23.414487992330713
Honduras	Americas	2007	70.198	7483763	3548.330846	male	25.01546	24.832111072748038
Jamaica	Americas	2007	72.567	2780132	7320.880262	male	23.91519	25.780324376757378
Mexico	Americas	2007	76.195	108700891	11977.57496	male	27.32899	26.42486505836323
Nicaragua	Americas	2007	72.899	5675356	2749.320965	male	25.68266	24.498096211919545
Panama	Americas	2007	75.537	3242173	9809.185636	male	26.12567	26.163389932864753
Paraguay	Americas	2007	71.752	6667147	4172.838464	male	25.43538	25.044362190807583
Peru	Americas	2007	71.421	28674757	7408.905561	male	24.67405	25.795972484380723
Puerto Rico	Americas	2007	78.746	3942491	19328.70901	male	28.22804	27.051403558464585
Trinidad and Tobago	Americas	2007	69.819	1056608	18008.50924	male	26.27426	26.95877938157299
United States	Americas	2007	78.242	301139947	42951.65309	male	28.37574	28.096801402353876
Uruguay	Americas	2007	76.384	3447496	10611.46299	male	26.29256	26.266315714617573
Venezuela	Americas	2007	73.747	26084662	11415.80569	male	27.30849	26.361973251579244
Argentina	Americas	2007	75.32	40301927	12779.37964	female	27.32608	27.45456093482628
Bolivia	Americas	2007	65.554	9119152	3822.137084	female	26.74182	26.202696042328952
Brazil	Americas	2007	72.39	190010647	9065.800825	female	25.8801	27.09848251123452
Canada	Americas	2007	80.653	33390141	36319.23501	female	26.6421	28.537879917226824
Chile	Americas	2007	78.553	16284741	13171.63885	female	27.79856	27.485917151793572
Colombia	Americas	2007	72.889	44227550	7006.580419	female	26.16262	26.831250880495194
Costa Rica	Americas	2007	78.782	4133884	9645.06142	female	26.90884	27.162720336473733
Cuba	Americas	2007	78.273	11416987	8948.102923	female	26.45295	27.084929403082285
Ecuador	Americas	2007	74.994	13755680	6873.262326	female	26.9646	26.81132627441945
El Salvador	Americas	2007	71.878	6939688	5728.353514	female	27.67914	26.6223463131639
Guatemala	Americas	2007	70.259	12572928	5186.050003	female	26.69132	26.519195649191285
Haiti	Americas	2007	60.916	8502814	1201.637154	female	23.16703	25.002583311826896
Honduras	Americas	2007	70.198	7483763	3548.330846	female	26.59844	26.12560214151327
Jamaica	Americas	2007	72.567	2780132	7320.880262	female	27.1298	26.87676188888994
Mexico	Americas	2007	76.195	108700891	11977.57496	female	28.6183	27.387356934880007
Nicaragua	Americas	2007	72.899	5675356	2749.320965	female	27.44594	25.861000793463088
Panama	Americas	2007	75.537	3242173	9809.185636	female	27.51489	27.18022043048354
Paraguay	Americas	2007	71.752	6667147	4172.838464	female	25.80675	26.293744157184094
Peru	Americas	2007	71.421	28674757	7408.905561	female	25.95748	26.88915807497969
Puerto Rico	Americas	2007	78.746	3942491	19328.70901	female	30.08747	27.883690934274362
Trinidad and Tobago	Americas	2007	69.819	1056608	18008.50924	female	28.1595	27.810315510178675
United States	Americas	2007	78.242	301139947	42951.65309	female	28.25992	28.711838753972394
Uruguay	Americas	2007	76.384	3447496	10611.46299	female	26.45495	27.26175662481143
Venezuela	Americas	2007	73.747	26084662	11415.80569	female	27.98427	27.337535029306473
Afghanistan	Asia	2007	43.828	31889923	974.5803384	male	20.60246	21.558199401280728
Bahrain	Asia	2007	75.635	708573	29796.04834	male	27.68865	26.13840366570295
Bangladesh	Asia	2007	64.062	150448339	1391.253792	male	20.35493	22.0348898598986
Cambodia	Asia	2007	59.723	14131858	1713.778686	male	20.72057	22.314105240067757
China	Asia	2007	72.961	1318683096	4959.114854	male	22.86161	23.737032776264172
Hong Kong, China	Asia	2007	82.208	6980412	39724.97867	male	24.94447	26.523561293210065
India	Asia	2007	64.698	1110396331	2452.210407	male	20.93488	22.793923332035458
Indonesia	Asia	2007	70.65	223547000	3540.651564	male	21.74807	23.285836753891648
Iran	Asia	2007	70.964	69453570	11605.71449	male	25.24163	24.875708365008165
Iraq	Asia	2007	59.545	27499638	4471.061906	male	26.64623	23.59829066778328
Israel	Asia	2007	80.745	6426679	25523.2771	male	27.02232	25.93111688057012
Japan	Asia	2007	82.603	127467972	31656.06806	male	23.44693	26.219497224328514
Jordan	Asia	2007	72.535	6053193	4519.461171	male	27.37429	23.612709529578773
Korea, Dem. Rep.	Asia	2007	67.297	23301725	1593.06548	male	22.01135	22.216289881863126
Korea, Rep.	Asia	2007	78.623	49044790	23348.13973	male	23.92079	25.81183025611322
Kuwait	Asia	2007	77.588	2505559	47306.98978	male	29.003	26.757488591779243
Lebanon	Asia	2007	71.993	3921278	10461.05868	male	27.09268	24.736649383747014
Malaysia	Asia	2007	74.241	24821286	12451.6558	male	24.61322	24.969928593168632
Mongolia	Asia	2007	66.803	2874127	3095.772271	male	24.71713	23.106018873955662
Myanmar	Asia	2007	62.069	47761980	944	male	21.32024	21.515504888987223
Nepal	Asia	2007	63.785	28901790	1091.359778	male	20.74963	21.709759482348296
Oman	Asia	2007	75.64	3204897	22316.19287	male	26.1214	25.751292385123755
Pakistan	Asia	2007	65.483	169270617	2605.94758	male	22.24841	22.875354987517767
Philippines	Asia	2007	71.688	91077287	3190.481016	male	22.8007	23.14637449601257
Saudi Arabia	Asia	2007	72.777	27601038	21654.83194	male	27.7644	25.711004202411658
Singapore	Asia	2007	79.972	4553009	47143.17964	male	23.83205	26.752843316524753
Sri Lanka	Asia	2007	72.396	20378239	3970.095407	male	21.88625	23.4391466428682
Syria	Asia	2007	74.143	19314747	4184.548089	male	26.84018	23.509599665290928
Taiwan	Asia	2007	78.4	23174294	28718.27684	male	24.38886	26.08906509190363
Thailand	Asia	2007	70.616	65068149	7458.396327	male	22.93186	24.283574817116428
Vietnam	Asia	2007	74.249	85262356	2441.576404	male	20.80189	22.788103299756976
West Bank and Gaza	Asia	2007	73.422	4018332	3025.349798	male	26.5546	23.07520315026754
Yemen, Rep.	Asia	2007	62.698	22211743	2280.769906	male	24.37949	22.6968630036233
Afghanistan	Asia	2007	43.828	31889923	974.5803384	female	20.9906	22.577290359668407
Bahrain	Asia	2007	75.635	708573	29796.04834	female	28.65919	26.421889257246846
Bangladesh	Asia	2007	64.062	150448339	1391.253792	female	20.40963	22.97742177431386
Cambodia	Asia	2007	59.723	14131858	1713.778686	female	21.59359	23.211793667096842
China	Asia	2007	72.961	1318683096	4959.114854	female	22.88607	24.40619141033479
Hong Kong, China	Asia	2007	82.208	6980412	39724.97867	female	23.65279	26.74518850431538
India	Asia	2007	64.698	1110396331	2452.210407	female	21.26588	23.61455040040378
Indonesia	Asia	2007	70.65	223547000	3540.651564	female	22.8804	24.02745988875624
Iran	Asia	2007	70.964	69453570	11605.71449	female	27.04876	25.361989593221487
Iraq	Asia	2007	59.545	27499638	4471.061906	female	28.31717	24.28973202849964
Israel	Asia	2007	80.745	6426679	25523.2771	female	27.20526	26.247893841410345
Japan	Asia	2007	82.603	127467972	31656.06806	female	21.88134	26.489958755481744
Jordan	Asia	2007	72.535	6053193	4519.461171	female	29.20494	24.30183514376764
Korea, Dem. Rep.	Asia	2007	67.297	23301725	1593.06548	female	21.24866	23.12968797996823
Korea, Rep.	Asia	2007	78.623	49044790	23348.13973	female	23.27995	26.147765288532213
Kuwait	Asia	2007	77.588	2505559	47306.98978	female	31.01442	26.941545824266917
Lebanon	Asia	2007	71.993	3921278	10461.05868	female	27.61608	25.245264230073854
Malaysia	Asia	2007	74.241	24821286	12451.6558	female	25.34016	25.4410775474704
Mongolia	Asia	2007	66.803	2874127	3095.772271	female	25.61957	23.876521724636177
Myanmar	Asia	2007	62.069	47761980	944	female	22.33559	22.541452815004455
Nepal	Asia	2007	63.785	28901790	1091.359778	female	20.63135	22.70450907895467
Oman	Asia	2007	75.64	3204897	22316.19287	female	26.61815	26.096950124266346
Pakistan	Asia	2007	65.483	169270617	2605.94758	female	23.37641	23.682903695327138
Philippines	Asia	2007	71.688	91077287	3190.481016	female	23.3839	23.910396017378154
Saudi Arabia	Asia	2007	72.777	27601038	21654.83194	female	29.45772	26.063132439748752
Singapore	Asia	2007	79.972	4553009	47143.17964	female	22.93832	26.937646605129228
Sri Lanka	Asia	2007	72.396	20378239	3970.095407	female	23.04109	24.156147387417718
Syria	Asia	2007	74.143	19314747	4184.548089	female	28.78184	24.215285276625302
Taiwan	Asia	2007	78.4	23174294	28718.27684	female	23.04753	26.38047472298461
Thailand	Asia	2007	70.616	65068149	7458.396327	female	24.31875	24.86495586851904
Vietnam	Asia	2007	74.249	85262356	2441.576404	female	20.9751	23.609665096519947
West Bank and Gaza	Asia	2007	73.422	4018332	3025.349798	female	28.96325	23.85065517142594
Yemen, Rep.	Asia	2007	62.698	22211743	2280.769906	female	26.01885	23.53307848123402
